COMPRODUCT,COMPRODUCT-15871,2023-04-13 08:10:04.973000-05:00,status,In Development,FA Grooming,0 days 00:15:41.070000
COMPRODUCT,COMPRODUCT-15871,2024-10-24 05:11:09.157000-05:00,status,FA Grooming,Closed,559 days 21:01:04.184000
COMPRODUCT,COMPRODUCT-15871,2024-11-12 09:32:49.176525-05:00,,Closed,Active,19 days 04:21:40.019525
COMPRODUCT,COMPRODUCT-15805,2023-12-28 16:46:06.450000-06:00,status,New,Ready for Development,
COMPRODUCT,COMPRODUCT-15805,2024-03-02 23:52:06.927000-06:00,status,Ready for Development,In Development,65 days 07:06:00.477000
COMPRODUCT,COMPRODUCT-15805,2024-03-02 23:52:24.233000-06:00,status,In Development,Ready for Development,0 days 00:00:17.306000
COMPRODUCT,COMPRODUCT-15805,2024-05-16 07:49:38.227000-05:00,status,Ready for Development,In Development,74 days 06:57:13.994000
COMPRODUCT,COMPRODUCT-15805,2024-05-21 08:33:10.547000-05:00,status,In Development,QA Testing,5 days 00:43:32.320000
COMPRODUCT,COMPRODUCT-15805,2024-05-23 06:53:12.043000-05:00,status,QA Testing,On Hold,1 days 22:20:01.496000
COMPRODUCT,COMPRODUCT-15805,2024-05-29 06:03:03.590000-05:00,status,On Hold,QA Testing,5 days 23:09:51.547000
COMPRODUCT,COMPRODUCT-15805,2024-05-29 06:28:40.480000-05:00,status,QA Testing,Ready for Production,0 days 00:25:36.890000
COMPRODUCT,COMPRODUCT-15805,2024-09-23 11:47:36.070000-05:00,status,Ready for Production,Ready for Production,117 days 05:18:55.590000
COMPRODUCT,COMPRODUCT-15805,2024-11-12 09:32:49.184849-05:00,,Ready for Production,Active,49 days 21:45:13.114849
COMPRODUCT,COMPRODUCT-15800,2023-12-27 08:40:46.143000-06:00,status,New,Ready for Development,
COMPRODUCT,COMPRODUCT-15800,2024-03-04 16:33:52-06:00,status,Ready for Development,In Development,68 days 07:53:05.857000
COMPRODUCT,COMPRODUCT-15800,2024-05-02 12:34:26.837000-05:00,status,In Development,On Hold,58 days 19:00:34.837000
COMPRODUCT,COMPRODUCT-15800,2024-05-22 10:23:53.047000-05:00,status,On Hold,In Development,19 days 21:49:26.210000
COMPRODUCT,COMPRODUCT-15800,2024-06-20 16:13:24.413000-05:00,status,In Development,On Hold,29 days 05:49:31.366000
COMPRODUCT,COMPRODUCT-15800,2024-07-05 13:26:55.237000-05:00,status,On Hold,In Development,14 days 21:13:30.824000
COMPRODUCT,COMPRODUCT-15800,2024-07-22 17:55:58.393000-05:00,status,In Development,Code Review,17 days 04:29:03.156000
COMPRODUCT,COMPRODUCT-15800,2024-07-22 17:56:02.770000-05:00,status,Code Review,QA Testing,0 days 00:00:04.377000
COMPRODUCT,COMPRODUCT-15800,2024-07-22 17:56:09.903000-05:00,status,QA Testing,PO Validation,0 days 00:00:07.133000
COMPRODUCT,COMPRODUCT-15800,2024-09-23 11:37:41.117000-05:00,status,PO Validation,Ready for Production,62 days 17:41:31.214000
COMPRODUCT,COMPRODUCT-15800,2024-11-12 09:32:49.193669-05:00,,Ready for Production,Active,49 days 21:55:08.076669
COMPRODUCT,COMPRODUCT-15798,2023-10-03 13:08:00.057000-05:00,status,New,In Development,
COMPRODUCT,COMPRODUCT-15798,2023-12-01 16:28:57.160000-06:00,status,In Development,Ready for Development,59 days 04:20:57.103000
COMPRODUCT,COMPRODUCT-15798,2024-03-05 11:13:24.353000-06:00,status,Ready for Development,In Development,94 days 18:44:27.193000
COMPRODUCT,COMPRODUCT-15798,2024-04-23 18:19:05.023000-05:00,status,In Development,On Hold,49 days 06:05:40.670000
COMPRODUCT,COMPRODUCT-15798,2024-05-22 10:23:01.163000-05:00,status,On Hold,In Development,28 days 16:03:56.140000
COMPRODUCT,COMPRODUCT-15798,2024-06-20 16:12:51.100000-05:00,status,In Development,On Hold,29 days 05:49:49.937000
COMPRODUCT,COMPRODUCT-15798,2024-07-02 18:14:12.160000-05:00,status,On Hold,In Development,12 days 02:01:21.060000
COMPRODUCT,COMPRODUCT-15798,2024-07-05 13:26:10.257000-05:00,status,In Development,Code Review,2 days 19:11:58.097000
COMPRODUCT,COMPRODUCT-15798,2024-07-05 13:26:14.217000-05:00,status,Code Review,QA Testing,0 days 00:00:03.960000
COMPRODUCT,COMPRODUCT-15798,2024-07-05 13:26:19.127000-05:00,status,QA Testing,PO Validation,0 days 00:00:04.910000
COMPRODUCT,COMPRODUCT-15798,2024-09-23 11:28:34.547000-05:00,status,PO Validation,Ready for Production,79 days 22:02:15.420000
COMPRODUCT,COMPRODUCT-15798,2024-11-12 09:32:49.204542-05:00,,Ready for Production,Active,49 days 22:04:14.657542
COMPRODUCT,COMPRODUCT-15794,2023-12-28 08:51:09.477000-06:00,status,New,Ready for Development,
COMPRODUCT,COMPRODUCT-15794,2024-03-02 23:53:05.687000-06:00,status,Ready for Development,In Development,65 days 15:01:56.210000
COMPRODUCT,COMPRODUCT-15794,2024-05-06 17:16:09.880000-05:00,status,In Development,On Hold,64 days 16:23:04.193000
COMPRODUCT,COMPRODUCT-15794,2024-05-22 10:24:36.620000-05:00,status,On Hold,In Development,15 days 17:08:26.740000
COMPRODUCT,COMPRODUCT-15794,2024-06-28 15:58:52.747000-05:00,status,In Development,Code Review,37 days 05:34:16.127000
COMPRODUCT,COMPRODUCT-15794,2024-06-28 15:58:56.767000-05:00,status,Code Review,QA Testing,0 days 00:00:04.020000
