expand,self,id,key,name,projectTypeKey,archived,avatarUrls.48x48,avatarUrls.24x24,avatarUrls.16x16,avatarUrls.32x32,projectCategory.self,projectCategory.id,projectCategory.name,projectCategory.description
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/15503,15503,ITSEC,Security,software,False,https://jira.footlocker.com/secure/projectavatar?pid=15503&avatarId=17613,https://jira.footlocker.com/secure/projectavatar?size=small&pid=15503&avatarId=17613,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=15503&avatarId=17613,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=15503&avatarId=17613,https://jira.footlocker.com/rest/api/2/projectCategory/10108,10108,Security,Security
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27201,27201,SECSE,Security Service Edge,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10108,10108,Security,Security
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/10203,10203,SERNOW,ServiceNow,software,False,https://jira.footlocker.com/secure/projectavatar?pid=10203&avatarId=10715,https://jira.footlocker.com/secure/projectavatar?size=small&pid=10203&avatarId=10715,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=10203&avatarId=10715,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=10203&avatarId=10715,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/20700,20700,SHP,Shopping Path (Product Management),software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/10503,10503,SO,Site Operations,software,False,https://jira.footlocker.com/secure/projectavatar?pid=10503&avatarId=10208,https://jira.footlocker.com/secure/projectavatar?size=small&pid=10503&avatarId=10208,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=10503&avatarId=10208,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=10503&avatarId=10208,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/29000,29000,SOLEFIN,SOLE Finance,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/30001,30001,SOLMERCH,SOLE Merch,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/20000,20000,SSP,Store Support Projects,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/18405,18405,SSE,Store Systems Engineering,software,False,https://jira.footlocker.com/secure/projectavatar?pid=18405&avatarId=13207,https://jira.footlocker.com/secure/projectavatar?size=small&pid=18405&avatarId=13207,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=18405&avatarId=13207,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=18405&avatarId=13207,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/24800,24800,PRODSUPP,Store Systems Production Support,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/23300,23300,SCM,Supply Chain Move,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27800,27800,SPIM,Syndigo PIM,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/18402,18402,TECH,Technology Assessment Guild,software,False,https://jira.footlocker.com/secure/projectavatar?pid=18402&avatarId=10205,https://jira.footlocker.com/secure/projectavatar?size=small&pid=18402&avatarId=10205,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=18402&avatarId=10205,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=18402&avatarId=10205,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/31201,31201,TPCR,Test Planview Changes & Requests,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/31200,31200,TPDI,Test Product Delivery Initiatives,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,,,,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/27101,27101,WHSYS,US Warehouse Systems,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10201,10201,Core Retail,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/12002,12002,UXD,UX Design & Research,software,False,https://jira.footlocker.com/secure/projectavatar?pid=12002&avatarId=13206,https://jira.footlocker.com/secure/projectavatar?size=small&pid=12002&avatarId=13206,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=12002&avatarId=13206,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=12002&avatarId=13206,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/26000,26000,VDI,VDI Platform Migration,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10702,10702,Technology Services,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/13801,13801,VMO,Vendor Management Organization,software,False,https://jira.footlocker.com/secure/projectavatar?pid=13801&avatarId=28100,https://jira.footlocker.com/secure/projectavatar?size=small&pid=13801&avatarId=28100,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=13801&avatarId=28100,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=13801&avatarId=28100,https://jira.footlocker.com/rest/api/2/projectCategory/10704,10704,VMO,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/26700,26700,WFM,WFM Platform Implementation,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10701,10701,Digital Technology,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/10500,10500,XSTR,XStore Point of Sale,software,False,https://jira.footlocker.com/secure/projectavatar?pid=10500&avatarId=11115,https://jira.footlocker.com/secure/projectavatar?size=small&pid=10500&avatarId=11115,https://jira.footlocker.com/secure/projectavatar?size=xsmall&pid=10500&avatarId=11115,https://jira.footlocker.com/secure/projectavatar?size=medium&pid=10500&avatarId=11115,https://jira.footlocker.com/rest/api/2/projectCategory/10703,10703,Omni Engineering,
"description,lead,url,projectKeys",https://jira.footlocker.com/rest/api/2/project/23100,23100,ZGA,Zendesk Guide Administration,software,False,https://jira.footlocker.com/secure/projectavatar?avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=small&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=xsmall&avatarId=13203,https://jira.footlocker.com/secure/projectavatar?size=medium&avatarId=13203,https://jira.footlocker.com/rest/api/2/projectCategory/10300,10300,Business,
