key,IssueLinkKey,status,priority,issuetype,inward,outward,projectName,TypeName,direction
SOLMERCH-4523,SOLMERCH-3693,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4523,SOLMERCH-3694,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4523,SOLMERCH-3695,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4523,SOLMERCH-3696,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4523,SOLMERCH-4718,Done,High,Bug,is caused by,causes,SOLE Merch,Causes,outward
SOLMERCH-4523,SOLMERCH-4719,Done,High,Bug,is caused by,causes,SOLE Merch,Causes,outward
SOLMERCH-4523,SOLMERCH-3635,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4523,SOLMERCH-4734,Done,Medium,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4521,SOLMERCH-3631,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3686,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3687,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3688,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3689,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3690,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3691,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3692,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3654,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3655,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3656,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3657,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3658,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3659,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3660,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3661,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-3685,On Hold,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4521,SOLMERCH-4718,Done,High,Bug,is caused by,causes,SOLE Merch,Causes,outward
SOLMERCH-4521,SOLMERCH-4719,Done,High,Bug,is caused by,causes,SOLE Merch,Causes,outward
SOLMERCH-4521,SOLMERCH-4565,On Hold,Medium,Bug,is duplicated by,duplicates,SOLE Merch,Duplicate,outward
SOLMERCH-4521,SOLMERCH-3627,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4520,SOLMERCH-3485,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-4519,SOLMERCH-3875,Done,Medium,Test,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-4518,SOLMERCH-3959,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3341,SOLMERCH-1739,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3307,SOLMERCH-1737,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3307,SOLMERCH-1738,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3307,SOLMERCH-1743,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3279,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3278,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3277,SOLMERCH-1734,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3276,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3275,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3274,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3273,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3272,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3271,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3269,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3154,SOLMERCH-1739,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3148,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3147,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3146,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3145,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3078,SOLMERCH-391,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3077,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3076,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3076,SOLMERCH-1723,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3075,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3073,SOLMERCH-1727,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3072,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3072,SOLMERCH-1723,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3072,SOLMERCH-1725,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3071,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3071,SOLMERCH-1723,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3070,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3070,SOLMERCH-1723,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3069,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3069,SOLMERCH-1723,Done,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3068,SOLMERCH-1727,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3067,SOLMERCH-1727,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3066,SOLMERCH-1730,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3062,SOLMERCH-181,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3061,SOLMERCH-186,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3060,SOLMERCH-180,To Do,Medium,Epic,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3059,SOLMERCH-1721,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3058,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3057,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3056,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3055,SOLMERCH-1731,To Do,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3054,SOLMERCH-1727,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-3053,SOLMERCH-1728,In Progress,Medium,Story,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-4738,SOLMERCH-3426,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4737,SOLMERCH-3422,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4736,SOLMERCH-3422,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4735,SOLMERCH-3422,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4732,SOLMERCH-588,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-624,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-678,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-687,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-723,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-732,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-751,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-858,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-904,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-994,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-2513,Approved,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-1029,Closed - Not Doing,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-2989,Closed - Not Doing,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-301,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-318,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-570,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-598,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-633,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-642,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-661,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-705,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-768,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-777,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-787,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-823,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-831,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-840,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-850,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-886,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-966,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-976,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-1047,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-2998,Done,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-930,In Progress,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-670,Needs Approval,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-273,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-282,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-291,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-309,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-327,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-580,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-615,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-895,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-921,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-940,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-984,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-1039,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-1825,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-1848,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-2526,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-2539,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-2552,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-3207,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-3290,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-3300,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-3331,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-4516,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-4540,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-4550,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4732,SOLMERCH-4559,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-4726,SOLMERCH-4577,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4634,SOLMERCH-4576,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4633,SOLMERCH-4575,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4632,SOLMERCH-4574,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4631,SOLMERCH-4569,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4627,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4626,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4625,SOLMERCH-4875,In Progress,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4625,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4624,SOLMERCH-4741,Done,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4624,SOLMERCH-4860,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4624,SOLMERCH-4827,In Progress,Highest,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-4624,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4623,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4622,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4621,SOLMERCH-3448,On Hold,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4500,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4499,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4498,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4497,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4496,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4495,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4494,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4493,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4492,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4491,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4490,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4489,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4488,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4487,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4486,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4485,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4484,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4483,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4482,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4481,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4480,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4479,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4478,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4477,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4476,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4475,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4474,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4473,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4472,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4471,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4470,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4469,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4468,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4467,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4466,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4465,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4464,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4463,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4462,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4461,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4460,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4459,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4458,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4457,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4456,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4455,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4454,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4453,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4452,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4451,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4450,SOLMERCH-4526,Done,Highest,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4450,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4449,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4448,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4447,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4446,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4445,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4444,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4443,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4442,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4441,SOLMERCH-4645,Done,Medium,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4441,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4440,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4439,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4438,SOLMERCH-4644,To Do,Medium,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4438,SOLMERCH-3444,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4437,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4436,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4435,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4434,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4433,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4432,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4431,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4430,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4429,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4428,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4427,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4425,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4424,SOLMERCH-3446,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4422,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4421,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4420,SOLMERCH-4573,Done,Medium,Bug,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4420,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4419,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4418,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-4417,SOLMERCH-3447,To Do,Medium,Story,relates to,relates to,SOLE Merch,Relates,inward
