key,IssueLinkKey,status,priority,issuetype,inward,outward,projectName,TypeName,direction
SOLMERCH-3422,SOLMERCH-3692,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3422,SOLMERCH-4735,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3422,SOLMERCH-4736,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3422,SOLMERCH-4737,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3422,SOLMERCH-3685,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3654,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3655,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3656,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3657,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3658,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3659,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3660,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3421,SOLMERCH-3661,On Hold,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3627,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3628,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3629,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3630,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3631,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3632,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3633,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3420,SOLMERCH-3634,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3590,Approved,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3579,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3580,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3581,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3582,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3583,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3584,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3585,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3586,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3587,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3588,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3419,SOLMERCH-3589,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3418,SOLMERCH-3565,Approved,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3418,SOLMERCH-3564,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3418,SOLMERCH-3566,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3418,SOLMERCH-3567,Done,Medium,Test,relates to,relates to,SOLE Merch,Relates,outward
SOLMERCH-3331,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3300,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3290,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3207,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-3004,SPIM-6692,Done,Medium,Story,has to be finished together with,has to be finished together with,SOLE Merch,Gantt End to End,outward
SOLMERCH-2998,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-2989,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-2881,SOLMERCH-3530,Backlog,Medium,Task,Is Child of,Is Parent of,SOLE Merch,Parent / Child ,outward
SOLMERCH-2552,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-2539,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-2526,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-2513,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-1848,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-1825,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-1743,SOLMERCH-3307,Done,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1739,SOLMERCH-3154,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1739,SOLMERCH-3341,In Progress,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1738,SOLMERCH-3307,Done,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1737,SOLMERCH-3307,Done,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1734,SOLMERCH-3277,Backlog,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3145,Backlog,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3147,Backlog,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3148,Backlog,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3271,Backlog,High,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3055,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3056,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3057,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3058,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3075,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3146,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3272,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3273,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3274,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3275,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3276,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3278,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3279,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1731,SOLMERCH-3269,Done,Low,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1730,SOLMERCH-3066,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1728,SOLMERCH-3053,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1727,SOLMERCH-3054,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1727,SOLMERCH-3067,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1727,SOLMERCH-3068,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1727,SOLMERCH-3073,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1725,SOLMERCH-3072,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1723,SOLMERCH-3069,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1723,SOLMERCH-3070,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1723,SOLMERCH-3071,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1723,SOLMERCH-3072,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1723,SOLMERCH-3076,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1721,SOLMERCH-3059,Backlog,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-1047,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-1039,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-1029,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-994,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-984,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-976,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-966,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-940,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-930,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-921,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-904,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-895,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-886,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-858,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-850,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-840,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-831,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-823,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-787,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-777,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-768,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-751,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-732,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-723,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-705,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-687,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-678,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-670,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-661,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-642,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-633,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-624,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-615,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-598,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-588,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-580,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-570,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-489,MERCH-1110,In Progress,Medium,Merch Pricing,is blocked by,blocks,SOLE Merch,Blocks,outward
SOLMERCH-391,SOLMERCH-3078,Done,Medium,Bug,is blocked by,blocks,SOLE Merch,Blocks,inward
SOLMERCH-327,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-318,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-309,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-301,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-291,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-282,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
SOLMERCH-273,SOLMERCH-4732,Backlog,Medium,Test,relates to,relates to,SOLE Merch,Relates,inward
